#1
double n1(2049,5)   # comment line
0	0	0	0	0		
0.000125	8	-24	0	-13		
0.00025	9	-19	0	-11		
0.000375	3	-11	0	-5		
0.0005	-1	-4	0	-2		
0.000625	-7	-2	0	2		
0.00075	-18	4	0	9		
0.000875	-29	8	0	16		
0.001	-38	13	0	22		
0.001125	-46	17	1	28		
0.00125	-55	21	0	33		
0.001375	-64	26	0	40		
0.0015	-74	37	2	48		
0.001625	-86	48	2	57		
0.00175	-98	58	1	67		
0.001875	-111	69	2	77		
0.002	-126	83	4	88		
0.002125	-142	96	4	100		
0.00225	-155	109	5	111		
0.002375	-171	122	4	123		
0.0025	-185	135	6	134		
0.002625	-203	152	6	148		
0.00275	-220	167	8	161		
0.002875	-235	181	9	173		
0.003	-251	192	10	184		
0.003125	-263	203	10	194		
0.00325	-276	213	12	204		
0.003375	-289	223	13	213		
0.0035	-302	232	14	222		
0.003625	-314	241	14	231		
0.00375	-325	250	16	239		
0.003875	-337	259	17	248		
0.004	-348	270	19	257		
0.004125	-357	275	20	263		
0.00425	-363	279	21	268		
0.004375	-370	286	23	273		
0.0045	-376	287	24	277		
0.004625	-382	288	25	280		
0.00475	-387	294	27	284		
0.004875	-392	296	30	287		
0.005	-397	298	29	291		
0.005125	-399	298	31	292		
0.00525	-403	303	32	295		
0.005375	-406	304	32	298		
0.0055	-410	306	34	301		
0.005625	-415	310	33	304		
0.00575	-420	313	35	307		
0.005875	-427	314	35	311		
0.006	-433	317	36	316		
0.006125	-439	322	38	320		
0.00625	-446	326	39	325		
0.006375	-452	329	39	329		
0.0065	-456	332	41	332		
0.006625	-462	338	41	337		
0.00675	-467	339	42	340		
0.006875	-472	343	41	344		
0.007	-479	347	42	349		
0.007125	-489	355	43	356		
0.00725	-499	359	43	362		
0.007375	-510	366	45	370		
0.0075	-520	373	44	378		
0.007625	-529	379	46	384		
0.00775	-540	387	45	392		
0.007875	-551	394	46	400		
0.008	-564	402	46	410		
0.008125	-577	412	47	419		
0.00825	-590	419	47	428		
0.008375	-605	428	47	439		
0.0085	-619	438	47	449		
0.008625	-634	447	49	459		
0.00875	-649	459	52	470		
0.008875	-663	466	53	480		
0.009	-673	471	54	487		
0.009125	-681	475	54	492		
0.00925	-690	480	54	499		
0.009375	-700	486	56	506		
0.0095	-713	491	57	514		
0.009625	-723	498	58	522		
0.00975	-734	504	60	530		
0.009875	-746	509	61	538		
0.01	-756	513	61	545		
0.010125	-766	519	63	552		
0.01025	-775	524	64	558		
0.010375	-783	528	67	564		
0.0105	-790	530	68	568		
0.010625	-796	531	68	572		
0.01075	-801	532	71	575		
0.010875	-807	532	74	579		
0.011	-811	533	75	581		
0.011125	-812	532	76	582		
0.01125	-814	530	78	583		
0.011375	-817	527	79	584		
0.0115	-818	524	81	585		
0.011625	-821	522	83	586		
0.01175	-821	521	85	586		
0.011875	-822	518	86	586		
0.012	-821	514	89	586		
0.012125	-820	510	90	584		
0.01225	-819	503	90	583		
0.012375	-818	500	93	581		
0.0125	-817	496	95	581		
0.012625	-816	491	97	580		
0.01275	-813	484	98	577		
0.012875	-810	480	100	574		
0.013	-808	475	99	573		
0.013125	-806	470	102	571		
0.01325	-806	467	102	571		
0.013375	-806	463	106	571		
0.0135	-805	458	108	570		
0.013625	-803	452	108	568		
0.01375	-799	446	111	565		
0.013875	-795	440	112	562		
0.014	-793	434	112	559		
0.014125	-789	427	113	557		
0.01425	-788	423	115	557		
0.014375	-789	419	118	557		
0.0145	-791	415	119	558		
0.014625	-789	410	118	557		
0.01475	-788	405	121	555		
0.014875	-789	400	122	556		
0.015	-789	398	123	557		
0.015125	-789	393	125	557		
0.01525	-789	382	127	556		
0.015375	-788	382	127	556		
0.0155	-787	380	129	555		
0.015625	-789	374	132	556		
0.01575	-788	365	134	556		
0.015875	-785	358	134	555		
0.016	-784	358	136	553		
0.016125	-781	352	136	552		
0.01625	-780	344	139	552		
0.016375	-781	341	141	552		
0.0165	-780	337	143	552		
0.016625	-777	329	145	550		
0.01675	-774	322	145	548		
0.016875	-771	316	146	546		
0.017	-768	310	149	545		
0.017125	-767	305	151	545		
0.01725	-765	296	152	543		
0.017375	-760	285	155	541		
0.0175	-755	281	156	538		
0.017625	-750	275	156	535		
0.01775	-746	270	159	533		
0.017875	-743	263	160	531		
0.018	-741	256	162	530		
0.018125	-738	250	163	529		
0.01825	-734	242	164	528		
0.018375	-730	234	166	526		
0.0185	-727	229	167	525		
0.018625	-725	221	169	523		
0.01875	-722	214	170	523		
0.018875	-717	205	171	521		
0.019	-713	198	173	519		
0.019125	-710	193	172	518		
0.01925	-707	184	176	517		
0.019375	-706	177	177	518		
0.0195	-703	169	178	517		
0.019625	-700	164	177	516		
0.01975	-698	155	180	516		
0.019875	-699	150	183	518		
0.02	-698	143	183	519		
0.020125	-695	135	185	519		
0.02025	-691	129	184	518		
0.020375	-689	122	185	518		
0.0205	-690	115	187	521		
0.020625	-691	109	187	523		
0.02075	-690	102	192	525		
0.020875	-690	95	191	527		
0.021	-686	89	192	526		
0.021125	-683	81	195	526		
0.02125	-682	73	194	528		
0.021375	-680	66	198	528		
0.0215	-678	60	197	529		
0.021625	-676	52	201	530		
0.02175	-674	44	201	531		
0.021875	-670	37	203	531		
0.022	-668	30	204	532		
0.022125	-663	24	204	530		
0.02225	-662	20	208	531		
0.022375	-660	17	208	530		
0.0225	-656	13	210	528		
0.022625	-652	9	209	528		
0.02275	-649	5	212	526		
0.022875	-648	1	214	527		
0.023	-646	-6	217	528		
0.023125	-642	-11	218	528		
0.02325	-638	-17	219	526		
0.023375	-634	-24	219	526		
0.0235	-628	-31	221	525		
0.023625	-624	-39	224	525		
0.02375	-618	-47	223	523		
0.023875	-612	-56	227	522		
0.024	-605	-65	227	521		
0.024125	-597	-74	228	518		
0.02425	-589	-84	227	517		
0.024375	-582	-94	233	516		
0.0245	-576	-105	231	517		
0.024625	-569	-116	234	516		
0.02475	-561	-127	232	516		
0.024875	-553	-138	237	515		
0.025	-547	-149	235	516		
0.025125	-540	-160	238	517		
0.02525	-533	-171	240	518		
0.025375	-525	-183	240	518		
0.0255	-518	-194	241	518		
0.025625	-510	-204	243	518		
0.02575	-503	-214	244	519		
0.025875	-497	-225	244	521		
0.026	-491	-236	246	523		
0.026125	-484	-246	246	524		
0.02625	-478	-257	249	526		
0.026375	-473	-268	249	528		
0.0265	-467	-278	252	530		
0.026625	-460	-289	250	532		
0.02675	-453	-299	253	533		
0.026875	-446	-309	254	535		
0.027	-439	-320	257	538		
0.027125	-432	-330	256	539		
0.02725	-422	-339	258	538		
0.027375	-415	-349	261	540		
0.0275	-408	-358	262	540		
0.027625	-399	-367	263	540		
0.02775	-389	-376	265	540		
0.027875	-382	-386	266	542		
0.028	-373	-396	268	543		
0.028125	-363	-405	267	542		
0.02825	-355	-414	271	543		
0.028375	-346	-423	272	543		
0.0285	-335	-431	271	542		
0.028625	-325	-440	273	542		
0.02875	-317	-450	277	543		
0.028875	-307	-460	277	544		
0.029	-296	-468	278	543		
0.029125	-285	-476	281	542		
0.02925	-275	-484	281	542		
0.029375	-264	-491	283	540		
0.0295	-253	-497	282	538		
0.029625	-243	-506	284	539		
0.02975	-233	-516	288	540		
0.029875	-222	-525	288	541		
0.03	-212	-532	289	540		
0.030125	-199	-539	289	538		
0.03025	-189	-547	291	539		
0.030375	-178	-556	293	540		
0.0305	-168	-565	295	541		
0.030625	-155	-572	294	540		
0.03075	-143	-579	297	540		
0.030875	-132	-587	298	540		
0.031	-122	-594	299	540		
0.031125	-110	-600	301	539		
0.03125	-100	-607	299	540		
0.031375	-90	-614	303	540		
0.0315	-79	-624	305	543		
0.031625	-67	-631	304	543		
0.03175	-58	-638	306	544		
0.031875	-46	-644	308	544		
0.032	-36	-650	310	545		
0.032125	-23	-655	310	543		
0.03225	-13	-660	312	543		
0.032375	-4	-663	312	541		
0.0325	1	-666	315	542		
0.032625	6	-671	315	543		
0.03275	10	-676	316	546		
0.032875	16	-683	319	549		
0.033	24	-688	320	550		
0.033125	33	-693	319	550		
0.03325	46	-697	321	548		
0.033375	62	-704	325	549		
0.0335	79	-711	325	549		
0.033625	95	-715	325	547		
0.03375	115	-720	327	545		
0.033875	130	-725	328	545		
0.034	147	-730	330	544		
0.034125	160	-736	332	545		
0.03425	179	-739	332	544		
0.034375	194	-743	334	543		
0.0345	208	-746	335	543		
0.034625	222	-749	338	543		
0.03475	236	-751	339	542		
0.034875	251	-752	339	540		
0.035	265	-753	340	538		
0.035125	278	-755	344	538		
0.03525	293	-758	342	539		
0.035375	306	-758	345	538		
0.0355	319	-762	346	540		
0.035625	334	-764	349	540		
0.03575	348	-764	350	540		
0.035875	358	-762	350	538		
0.036	369	-760	353	536		
0.036125	382	-758	354	535		
0.03625	392	-756	354	533		
0.036375	404	-755	356	533		
0.0365	418	-753	357	533		
0.036625	429	-752	358	532		
0.03675	443	-750	360	532		
0.036875	454	-750	361	533		
0.037	467	-747	363	533		
0.037125	477	-744	365	532		
0.03725	485	-740	363	530		
0.037375	494	-736	366	529		
0.0375	507	-734	368	530		
0.037625	518	-731	369	530		
0.03775	526	-727	371	530		
0.037875	537	-723	372	530		
0.038	548	-718	372	529		
0.038125	556	-712	375	528		
0.03825	565	-708	374	528		
0.038375	575	-703	377	528		
0.0385	584	-699	377	529		
0.038625	592	-694	379	529		
0.03875	601	-690	379	530		
0.038875	610	-685	382	530		
0.039	618	-680	383	531		
0.039125	625	-674	383	530		
0.03925	633	-667	386	530		
0.039375	638	-664	385	530		
0.0395	643	-659	386	530		
0.039625	648	-658	389	531		
0.03975	655	-655	390	533		
0.039875	660	-648	391	532		
0.04	665	-641	393	531		
0.040125	672	-633	392	531		
0.04025	677	-622	395	530		
0.040375	686	-613	395	530		
0.0405	693	-601	397	530		
0.040625	699	-589	398	530		
0.04075	707	-577	402	530		
0.040875	713	-564	400	530		
0.041	717	-548	403	529		
