#1
double n1(30001,9)   # comment line
0	-0.99551	17547	-2	0	0	0	0	0
0.001	-0.98934	17547	-2	0	0	0	0	0
0.002	-0.97702	17547	-2	0	0	0	0	0
0.003	-0.98857	17547	-2	0	0	0	0	0
0.004	-0.99166	17547	-2	0	0	0	0	0
0.005	-0.98164	17547	-2	0	0	0	0	0
0.006	-0.98164	17547	-2	0	0	0	0	0
0.007	-0.99474	17547	-2	0	0	0	0	0
0.008	-0.98549	17547	-2	0	0	0	0	0
0.009	-0.97162	17547	-2	0	0	0	0	0
0.01	-0.99551	17547	-2	0	0	0	0	0
0.011	-0.98857	17547	-2	0	0	0	0	0
0.012	-0.97624	17547	-2	0	0	0	0	0
0.013	-0.98934	17547	-2	0	0	0	0	0
0.014	-0.99551	17547	-2	0	0	0	0	0
0.015	-0.9801	17547	-2	0	0	0	0	0
0.016	-0.98087	17547	-2	0	0	0	0	0
0.017	-0.99551	17547	-2	0	0	0	0	0
0.018	-0.98395	17547	-2	0	0	0	0	0
0.019	-0.97393	17547	-2	0	0	0	0	0
0.02	-0.99628	17547	-2	0	0	0	0	0
0.021	-0.99011	17547	-2	0	0	0	0	0
0.022	-0.97856	17547	-2	0	0	0	0	0
0.023	-0.98857	17547	-2	0	0	0	0	0
0.024	-0.9932	17547	-2	0	0	0	0	0
0.025	-0.98164	17547	-2	0	0	0	0	0
0.026	-0.98087	17547	-2	0	0	0	0	0
0.027	-0.99628	17547	-2	0	0	0	0	0
0.028	-0.98318	17547	-2	0	0	0	0	0
0.029	-0.97624	17547	-2	0	0	0	0	0
0.03	-0.99705	17547	-2	0	0	0	0	0
0.031	-0.98857	17547	-2	0	0	0	0	0
0.032	-0.97624	17547	-2	0	0	0	0	0
0.033	-0.98934	17547	-2	0	0	0	0	0
0.034	-0.99088	17547	-2	0	0	0	0	0
0.035	-0.98087	17547	-2	0	0	0	0	0
0.036	-0.9801	17547	-2	0	0	0	0	0
0.037	-0.99243	17547	-2	0	0	0	0	0
0.038	-0.98626	17547	-2	0	0	0	0	0
0.039	-0.97547	17547	-2	0	0	0	0	0
0.04	-0.9932	17547	-2	0	0	0	0	0
0.041	-0.99088	17547	-2	0	0	0	0	0
0.042	-0.97933	17547	-2	0	0	0	0	0
0.043	-0.98857	17547	-2	0	0	0	0	0
0.044	-0.99243	17547	-2	0	0	0	0	0
0.045	-0.98241	17547	-2	0	0	0	0	0
0.046	-0.97779	17547	-2	0	0	0	0	0
0.047	-0.99397	17547	-2	0	0	0	0	0
0.048	-0.98318	17547	-2	0	0	0	0	0
0.049	-0.97547	17547	-2	0	0	0	0	0
0.05	-0.99705	17547	-2	0	0	0	0	0
0.051	-0.99088	17547	-2	0	0	0	0	0
0.052	-0.97856	17547	-2	0	0	0	0	0
0.053	-0.9878	17547	-2	0	0	0	0	0
0.054	-0.9932	17547	-2	0	0	0	0	0
0.055	-0.98087	17547	-2	0	0	0	0	0
0.056	-0.97933	17547	-2	0	0	0	0	0
0.057	-0.99397	17547	-2	0	0	0	0	0
0.058	-0.98549	17547	-2	0	0	0	0	0
0.059	-0.97624	17547	-2	0	0	0	0	0
0.06	-0.99397	17547	-2	0	0	0	0	0
0.061	-0.99088	17547	-2	0	0	0	0	0
0.062	-0.97779	17547	-2	0	0	0	0	0
0.063	-0.98857	17547	-2	0	0	0	0	0
0.064	-0.99551	17547	-2	0	0	0	0	0
0.065	-0.98164	17547	-2	0	0	0	0	0
0.066	-0.97624	17547	-2	0	0	0	0	0
0.067	-0.99551	17547	-2	0	0	0	0	0
0.068	-0.98318	17547	-2	0	0	0	0	0
0.069	-0.97547	17547	-2	0	0	0	0	0
0.07	-0.99474	17547	-2	0	0	0	0	0
0.071	-0.98934	17547	-2	0	0	0	0	0
0.072	-0.9747	17547	-2	0	0	0	0	0
0.073	-0.99011	17547	-2	0	0	0	0	0
0.074	-0.99551	17547	-2	0	0	0	0	0
0.075	-0.98164	17547	-2	0	0	0	0	0
0.076	-0.98087	17547	-2	0	0	0	0	0
0.077	-0.99628	17547	-2	0	0	0	0	0
0.078	-0.9878	17547	-2	0	0	0	0	0
0.079	-0.9747	17547	-2	0	0	0	0	0
0.08	-0.99628	17547	-2	0	0	0	0	0
0.081	-0.98857	17547	-2	0	0	0	0	0
0.082	-0.97933	17547	-2	0	0	0	0	0
0.083	-0.98857	17547	-2	0	0	0	0	0
0.084	-0.9932	17547	-2	0	0	0	0	0
0.085	-0.98241	17547	-2	0	0	0	0	0
0.086	-0.98087	17547	-2	0	0	0	0	0
0.087	-0.99397	17547	-2	0	0	0	0	0
0.088	-0.98549	17547	-2	0	0	0	0	0
0.089	-0.97624	17547	-2	0	0	0	0	0
0.09	-0.99628	17547	-2	0	0	0	0	0
0.091	-0.99088	17547	-2	0	0	0	0	0
0.092	-0.97779	17547	-2	0	0	0	0	0
0.093	-0.98934	17547	-2	0	0	0	0	0
0.094	-0.99397	17547	-2	0	0	0	0	0
0.095	-0.98087	17547	-2	0	0	0	0	0
0.096	-0.97624	17547	-2	0	0	0	0	0
0.097	-0.99705	17547	-2	0	0	0	0	0
0.098	-0.98549	17547	-2	0	0	0	0	0
0.099	-0.97162	17547	-2	0	0	0	0	0
0.1	-0.99551	17547	-2	0	0	0	0	0
0.101	-0.99243	17547	-2	0	0	0	0	0
0.102	-0.97162	17547	-2	0	0	0	0	0
0.103	-0.9878	17547	-2	0	0	0	0	0
0.104	-0.99551	17547	-2	0	0	0	0	0
0.105	-0.98241	17547	-2	0	0	0	0	0
0.106	-0.97547	17547	-2	0	0	0	0	0
0.107	-0.99474	17547	-2	0	0	0	0	0
0.108	-0.98318	17547	-2	0	0	0	0	0
0.109	-0.97702	17547	-2	0	0	0	0	0
0.11	-0.99397	17547	-2	0	0	0	0	0
0.111	-0.99011	17547	-2	0	0	0	0	0
0.112	-0.97624	17547	-2	0	0	0	0	0
0.113	-0.98549	17547	-2	0	0	0	0	0
0.114	-0.99397	17547	-2	0	0	0	0	0
0.115	-0.98087	17547	-2	0	0	0	0	0
0.116	-0.97702	17547	-2	0	0	0	0	0
0.117	-0.99551	17547	-2	0	0	0	0	0
0.118	-0.98626	17547	-2	0	0	0	0	0
0.119	-0.97393	17547	-2	0	0	0	0	0
0.12	-0.9932	17547	-2	0	0	0	0	0
0.121	-0.98857	17547	-2	0	0	0	0	0
0.122	-0.97393	17547	-2	0	0	0	0	0
0.123	-0.9878	17547	-2	0	0	0	0	0
0.124	-0.99474	17547	-2	0	0	0	0	0
0.125	-0.98241	17547	-2	0	0	0	0	0
0.126	-0.97547	17547	-2	0	0	0	0	0
0.127	-0.99551	17547	-2	0	0	0	0	0
0.128	-0.98703	17547	-2	0	0	0	0	0
0.129	-0.97393	17547	-2	0	0	0	0	0
0.13	-0.99551	17547	-2	0	0	0	0	0
0.131	-0.99011	17547	-2	0	0	0	0	0
0.132	-0.97702	17547	-2	0	0	0	0	0
0.133	-0.98703	17547	-2	0	0	0	0	0
0.134	-0.99166	17547	-2	0	0	0	0	0
0.135	-0.98164	17547	-2	0	0	0	0	0
0.136	-0.97779	17547	-2	0	0	0	0	0
0.137	-0.99474	17547	-2	0	0	0	0	0
0.138	-0.98703	17547	-2	0	0	0	0	0
0.139	-0.97316	17547	-2	0	0	0	0	0
0.14	-0.99628	17547	-2	0	0	0	0	0
0.141	-0.98857	17547	-2	0	0	0	0	0
0.142	-0.97547	17547	-2	0	0	0	0	0
0.143	-0.9878	17547	-2	0	0	0	0	0
0.144	-0.9932	17547	-2	0	0	0	0	0
0.145	-0.98241	17547	-2	0	0	0	0	0
0.146	-0.97624	17547	-2	0	0	0	0	0
0.147	-0.99397	17547	-2	0	0	0	0	0
0.148	-0.98549	17547	-2	0	0	0	0	0
0.149	-0.97316	17547	-2	0	0	0	0	0
0.15	-0.99474	17547	-2	0	0	0	0	0
0.151	-0.99088	17547	-2	0	0	0	0	0
0.152	-0.97624	17547	-2	0	0	0	0	0
0.153	-0.98703	17547	-2	0	0	0	0	0
0.154	-0.99474	17547	-2	0	0	0	0	0
0.155	-0.98241	17547	-2	0	0	0	0	0
0.156	-0.97547	17547	-2	0	0	0	0	0
0.157	-0.99782	17547	-2	0	0	0	0	0
0.158	-0.98549	17547	-2	0	0	0	0	0
0.159	-0.97085	17547	-2	0	0	0	0	0
0.16	-0.99551	17547	-2	0	0	0	0	0
0.161	-0.98934	17547	-2	0	0	0	0	0
0.162	-0.97547	17547	-2	0	0	0	0	0
0.163	-0.98626	17547	-2	0	0	0	0	0
0.164	-0.9932	17547	-2	0	0	0	0	0
0.165	-0.98164	17547	-2	0	0	0	0	0
0.166	-0.97393	17547	-2	0	0	0	0	0
0.167	-0.99551	17547	-2	0	0	0	0	0
0.168	-0.98472	17547	-2	0	0	0	0	0
0.169	-0.97316	17547	-2	0	0	0	0	0
0.17	-0.99705	17547	-2	0	0	0	0	0
0.171	-0.99088	17547	-2	0	0	0	0	0
0.172	-0.9747	17547	-2	0	0	0	0	0
0.173	-0.98626	17547	-2	0	0	0	0	0
0.174	-0.99474	17547	-2	0	0	0	0	0
0.175	-0.98241	17547	-2	0	0	0	0	0
0.176	-0.97779	17547	-2	0	0	0	0	0
0.177	-0.99628	17547	-2	0	0	0	0	0
0.178	-0.98626	17547	-2	0	0	0	0	0
0.179	-0.97162	17547	-2	0	0	0	0	0
0.18	-0.99474	17547	-2	0	0	0	0	0
