#1
double n1(1365,4)   # comment line
0	6	107	29
0.0025	0	75	34
0.005	0	140	48
0.0075	0	143	56
0.01	0	153	58
0.0125	0	164	63
0.015	0	150	55
0.0175	0	158	59
0.02	0	138	52
0.0225	0	131	54
0.025	-6	111	48
0.0275	-3	94	46
0.03	0	95	42
0.0325	0	85	42
0.035	0	80	38
0.0375	0	77	39
0.04	0	71	33
0.0425	0	67	33
0.045	0	61	30
0.0475	0	58	27
0.05	0	58	26
0.0525	0	52	25
0.055	0	46	23
0.0575	0	45	23
0.06	0	40	19
0.0625	0	39	18
0.065	0	34	15
0.0675	0	33	16
0.07	0	27	11
0.0725	0	27	11
0.075	0	24	11
0.0775	0	21	11
0.08	0	18	9
0.0825	0	23	11
0.085	0	16	7
0.0875	0	16	8
0.09	0	14	6
0.0925	0	13	6
0.095	0	11	5
0.0975	0	13	6
0.1	0	10	3
0.1025	0	12	4
0.105	0	11	5
0.1075	0	14	6
0.11	0	13	5
0.1125	0	15	6
0.115	0	15	6
0.1175	0	20	9
0.12	0	22	10
0.1225	0	26	10
0.125	0	29	11
0.1275	0	37	14
0.13	0	45	18
0.1325	-1	59	23
0.135	0	52	20
0.1375	0	66	25
0.14	0	78	26
0.1425	0	99	33
0.145	0	104	31
0.1475	0	126	40
0.15	0	140	43
0.1525	0	140	48
0.155	0	162	54
0.1575	0	165	61
0.16	0	175	64
0.1625	0	163	60
0.165	0	173	66
0.1675	1	167	63
0.17	0	164	65
0.1725	0	166	68
0.175	0	165	67
0.1775	0	161	69
0.18	0	150	64
0.1825	6	166	71
0.185	0	162	69
0.1875	0	159	70
0.19	0	146	62
0.1925	6	164	72
0.195	0	161	70
0.1975	0	161	72
0.2	0	158	69
0.2025	0	151	66
0.205	6	168	74
0.2075	0	172	77
0.21	0	169	77
0.2125	0	174	80
0.215	0	173	78
0.2175	0	177	81
0.22	0	178	81
0.2225	6	183	83
0.225	0	168	74
0.2275	0	174	79
0.23	0	178	79
0.2325	0	183	83
0.235	0	191	84
0.2375	1	189	86
0.24	0	189	83
0.2425	0	184	82
0.245	0	182	81
0.2475	6	196	91
0.25	0	186	87
0.2525	0	172	83
0.255	6	185	88
0.2575	0	180	88
0.26	0	170	82
0.2625	0	184	92
0.265	0	174	88
0.2675	0	190	97
0.27	0	183	92
0.2725	0	181	92
0.275	1	190	94
0.2775	0	201	101
0.28	0	196	98
0.2825	0	202	101
0.285	6	208	102
0.2875	6	199	100
0.29	0	186	95
0.2925	6	191	102
0.295	0	177	94
0.2975	1	177	96
0.3	0	175	97
0.3025	0	178	101
0.305	0	187	103
0.3075	3	194	108
0.31	6	205	112
0.3125	0	193	107
0.315	0	193	105
0.3175	0	193	106
0.32	6	193	109
0.3225	1	181	106
0.325	0	174	103
0.3275	0	179	110
0.33	1	181	110
0.3325	3	190	117
0.335	6	194	117
0.3375	0	196	119
0.34	3	198	118
0.3425	3	192	118
0.345	1	177	113
0.3475	3	182	118
0.35	6	179	120
0.3525	1	178	119
0.355	0	181	119
0.3575	0	191	128
0.36	0	183	121
0.3625	3	181	121
0.365	3	165	115
0.3675	0	161	116
0.37	0	161	118
0.3725	3	175	128
0.375	6	179	128
0.3775	0	181	131
0.38	0	170	123
0.3825	6	164	127
0.385	3	157	124
0.3875	0	160	128
0.39	3	167	130
0.3925	0	166	131
0.395	3	170	131
0.3975	1	150	126
0.4	6	151	128
0.4025	3	152	132
0.405	0	159	134
